income,age,party,trump_approval,education,robots,climate_change,transformers,science_is_honest,vaccines_are_safe,books,ghosts,fed_sci_budget,earth_sun,wise_unwise
81,66,Independent,Neither approve nor disapprove,High school,Likely,Real and Caused by People,0,Somewhat Disagree,Strongly Agree,100,No,Too High,FALSE,Happy but Unwise
46,50,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real but not Caused by People,0,Somewhat Agree,Somewhat Agree,5,No,Too Low,TRUE,Wise but Unhappy
76,24,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,25,No,Too Low,FALSE,Wise but Unhappy
95,47,Republican,Neither approve nor disapprove,Graduate degree,Unlikely,Real but not Caused by People,0,Neither Agree nor Disagree,Strongly Agree,100,No,About Right,TRUE,Happy but Unwise
23,50,Independent,Strongly Approve,Graduate degree,Likely,Not Real At All,5,Somewhat Agree,Somewhat Agree,50,No,Too Low,TRUE,Wise but Unhappy
38,41,Republican,Neither approve nor disapprove,College degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,5,No,About Right,TRUE,Happy but Unwise
68,86,Republican,Strongly Approve,Graduate degree,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,25,No,About Right,TRUE,Happy but Unwise
177,54,Republican,Somewhat Approve,Graduate degree,Unlikely,Real and Caused by People,3,Somewhat Agree,Strongly Agree,6,No,About Right,FALSE,Happy but Unwise
79,69,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,0,Somewhat Agree,Somewhat Agree,4,Yes,Too High,TRUE,Happy but Unwise
46,47,Independent,Strongly disapprove,High school,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,5,Yes,Too Low,FALSE,Happy but Unwise
106,37,Independent,Strongly Approve,Some college,Unlikely,Real but not Caused by People,4,Neither Agree nor Disagree,Strongly Agree,1,Yes,About Right,TRUE,Wise but Unhappy
73,38,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,15,No,Too Low,FALSE,Wise but Unhappy
18,46,Republican,Strongly Approve,College degree,Unlikely,Not Real At All,3,Strongly Disagree,Somewhat Disagree,1,No,About Right,TRUE,Happy but Unwise
17,52,Republican,Strongly Approve,High school,Unlikely,Real but not Caused by People,0,Strongly Disagree,Somewhat Agree,5,No,Too High,FALSE,Wise but Unhappy
135,65,Republican,Strongly Approve,College degree,Unlikely,Not Real At All,0,Somewhat Disagree,Strongly Disagree,0,No,Too High,FALSE,Happy but Unwise
61,35,Republican,Strongly Approve,College degree,Unlikely,Not Real At All,5,Somewhat Agree,Strongly Agree,2,No,About Right,FALSE,Happy but Unwise
57,50,Republican,Strongly Approve,College degree,Likely,Not Real At All,3,Somewhat Disagree,Somewhat Disagree,0,No,Too High,FALSE,Happy but Unwise
56,51,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,200,Yes,Too Low,TRUE,Wise but Unhappy
14,96,Independent,Strongly Approve,Graduate degree,Likely,Real and Caused by People,5,Strongly Agree,Somewhat Agree,1000,Yes,About Right,TRUE,Happy but Unwise
98,47,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,7,No,Too Low,TRUE,Happy but Unwise
139,30,Independent,Somewhat Approve,College degree,Unlikely,Real but not Caused by People,2,Strongly Agree,Somewhat Agree,5,No,About Right,TRUE,Happy but Unwise
142,53,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,5,No,Too Low,FALSE,Wise but Unhappy
10,86,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,150,No,Too Low,FALSE,Wise but Unhappy
211,48,Republican,Somewhat Approve,Some college,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,1,Yes,About Right,TRUE,Happy but Unwise
47,51,Independent,Strongly Approve,High school,Likely,Not Real At All,5,Strongly Disagree,Strongly Agree,0,No,Too High,TRUE,Happy but Unwise
72,65,Republican,Strongly disapprove,High school,Likely,Real and Caused by People,3,Strongly Disagree,Strongly Agree,50,Yes,Too Low,TRUE,Happy but Unwise
39,45,Independent,Strongly disapprove,Some college,Unlikely,Real and Caused by People,3,Strongly Agree,Somewhat Agree,0,Yes,Too Low,TRUE,Happy but Unwise
55,47,Republican,Strongly Approve,Some college,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,1,Yes,Too High,TRUE,Happy but Unwise
116,48,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,1,Somewhat Agree,Somewhat Agree,5,No,Too Low,FALSE,Happy but Unwise
9,48,Democrat,Strongly disapprove,High school,Unlikely,Not Real At All,0,Somewhat Disagree,Strongly Agree,0,Yes,About Right,TRUE,Happy but Unwise
35,30,Republican,Strongly Approve,High school,Unlikely,Not Real At All,4,Strongly Agree,Strongly Agree,0,No,About Right,FALSE,Happy but Unwise
5,48,Democrat,Somewhat disapprove,Other,Unlikely,Real and Caused by People,1,Somewhat Agree,Strongly Disagree,30,Yes,Too Low,TRUE,Happy but Unwise
23,51,Democrat,Strongly disapprove,Some college,Unlikely,Real but not Caused by People,2,Strongly Agree,Strongly Agree,0,No,About Right,TRUE,Wise but Unhappy
164,35,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,10,No,Too Low,FALSE,Wise but Unhappy
90,48,Democrat,Somewhat disapprove,Some college,Unlikely,Real and Caused by People,0,Strongly Agree,Somewhat Disagree,1,Yes,Too Low,TRUE,Happy but Unwise
9,22,Independent,Strongly Approve,High school,Likely,Not Real At All,3,Strongly Agree,Strongly Disagree,200,No,About Right,FALSE,Happy but Unwise
131,51,Independent,Strongly disapprove,Some college,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Disagree,40,No,Too Low,FALSE,Wise but Unhappy
118,73,Republican,Strongly Approve,Some college,Unlikely,Not Real At All,0,Somewhat Disagree,Strongly Disagree,5,No,Too High,TRUE,Happy but Unwise
80,23,Independent,Strongly disapprove,College degree,Likely,Real and Caused by People,2,Somewhat Agree,Somewhat Agree,8,Yes,Too Low,TRUE,Wise but Unhappy
69,51,Republican,Strongly Approve,Some college,Unlikely,Not Real At All,5,Strongly Disagree,Strongly Disagree,15,Yes,Too High,TRUE,Wise but Unhappy
57,42,Republican,Strongly Approve,High school,Unlikely,Real and Caused by People,4,Somewhat Agree,Somewhat Agree,1,Yes,Too Low,FALSE,Wise but Unhappy
124,84,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,30,No,Too Low,FALSE,Wise but Unhappy
54,77,Republican,Strongly Approve,High school,Likely,Real but not Caused by People,0,Somewhat Disagree,Strongly Agree,260,No,Too High,TRUE,Happy but Unwise
57,37,Republican,Strongly Approve,College degree,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,4,Yes,Too Low,FALSE,Happy but Unwise
220,50,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,0,Strongly Agree,Somewhat Agree,0,Yes,Too Low,FALSE,Wise but Unhappy
152,30,Republican,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,4,Yes,About Right,TRUE,Happy but Unwise
121,31,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,10,Yes,About Right,TRUE,Happy but Unwise
104,24,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,20,Yes,Too Low,FALSE,Wise but Unhappy
140,26,Independent,Somewhat disapprove,Graduate degree,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,5,No,Too Low,TRUE,Happy but Unwise
114,35,Republican,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,10,No,About Right,FALSE,Wise but Unhappy
122,18,Republican,Somewhat Approve,Some college,Likely,Real but not Caused by People,4,Somewhat Disagree,Somewhat Agree,9,No,Too High,FALSE,Happy but Unwise
113,77,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,250,Yes,Too Low,FALSE,Happy but Unwise
135,60,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,6,No,Too Low,FALSE,Wise but Unhappy
68,58,Republican,Strongly Approve,Some college,Unlikely,Not Real At All,2,Somewhat Agree,Somewhat Agree,30,No,About Right,TRUE,Happy but Unwise
79,41,Independent,Strongly disapprove,Some college,Likely,Real but not Caused by People,3,Strongly Agree,Strongly Agree,0,Yes,About Right,TRUE,Happy but Unwise
105,71,Independent,Strongly disapprove,Graduate degree,Unlikely,Not Real At All,3,Strongly Disagree,Strongly Disagree,0,Yes,About Right,TRUE,Wise but Unhappy
85,61,Democrat,Strongly disapprove,Some college,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,0,Yes,Too High,TRUE,Wise but Unhappy
62,34,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,10,No,Too Low,TRUE,Wise but Unhappy
69,61,Republican,Strongly Approve,College degree,Unlikely,Not Real At All,2,Strongly Disagree,Somewhat Disagree,3,No,Too High,TRUE,Wise but Unhappy
143,24,Independent,Somewhat Approve,Graduate degree,Likely,Real and Caused by People,4,Somewhat Agree,Strongly Agree,12,No,Too Low,FALSE,Wise but Unhappy
52,70,Independent,Somewhat disapprove,High school,Unlikely,Real and Caused by People,3,Somewhat Agree,Strongly Agree,2,Yes,Too Low,TRUE,Happy but Unwise
74,21,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,25,No,Too Low,FALSE,Wise but Unhappy
43,67,Independent,Strongly disapprove,Some college,Likely,Real and Caused by People,5,Strongly Agree,Somewhat Agree,0,No,About Right,FALSE,Happy but Unwise
124,70,Independent,Strongly Approve,College degree,Unlikely,Real but not Caused by People,2,Somewhat Disagree,Strongly Agree,5,No,About Right,TRUE,Wise but Unhappy
103,80,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,30,No,Too Low,FALSE,Wise but Unhappy
116,41,Independent,Strongly disapprove,High school,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Disagree,5,No,Too Low,FALSE,Wise but Unhappy
220,45,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,10,Yes,Too Low,FALSE,Wise but Unhappy
74,54,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,5,No,Too Low,TRUE,Wise but Unhappy
132,36,Independent,Strongly disapprove,Some college,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,10,No,Too Low,FALSE,Wise but Unhappy
39,38,Independent,Strongly disapprove,Some college,Likely,Not Real At All,1,Somewhat Disagree,Somewhat Disagree,5,Yes,Too Low,TRUE,Happy but Unwise
120,42,Independent,Somewhat Approve,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,0,No,Too Low,TRUE,Wise but Unhappy
64,23,Democrat,Neither approve nor disapprove,Some college,Unlikely,Real and Caused by People,4,Somewhat Agree,Strongly Agree,0,Yes,Too Low,FALSE,Wise but Unhappy
85,63,Republican,Strongly disapprove,College degree,Likely,Real and Caused by People,0,Strongly Agree,Strongly Agree,0,Yes,Too Low,TRUE,Happy but Unwise
103,32,Independent,Strongly disapprove,College degree,Likely,Real and Caused by People,3,Somewhat Agree,Strongly Agree,10,No,Too High,FALSE,Wise but Unhappy
84,62,Independent,Somewhat Approve,College degree,Unlikely,Real but not Caused by People,3,Somewhat Agree,Strongly Agree,10,No,Too Low,TRUE,Happy but Unwise
114,47,Independent,Strongly disapprove,Some college,Unlikely,Real and Caused by People,2,Somewhat Agree,Somewhat Agree,200,Yes,Too Low,FALSE,Wise but Unhappy
142,34,Independent,Somewhat Approve,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,18,No,Too Low,TRUE,Wise but Unhappy
100,23,Independent,Somewhat Approve,Some college,Unlikely,Real and Caused by People,1,Strongly Disagree,Somewhat Disagree,2,Yes,About Right,FALSE,Wise but Unhappy
79,27,Independent,Strongly disapprove,Some college,Unlikely,Real but not Caused by People,4,Strongly Agree,Strongly Agree,20,Yes,About Right,TRUE,Happy but Unwise
70,48,Democrat,Strongly disapprove,Some college,Unlikely,Real but not Caused by People,0,Somewhat Agree,Somewhat Agree,1,Yes,About Right,TRUE,Happy but Unwise
74,36,Democrat,Somewhat Approve,Some college,Unlikely,Not Real At All,3,Strongly Agree,Strongly Agree,2,No,About Right,FALSE,Wise but Unhappy
82,47,Republican,Strongly Approve,College degree,Unlikely,Not Real At All,0,Neither Agree nor Disagree,Somewhat Agree,20,Yes,About Right,TRUE,Happy but Unwise
129,48,Republican,Strongly Approve,Graduate degree,Unlikely,Real but not Caused by People,1,Strongly Agree,Strongly Agree,4,No,Too Low,FALSE,Happy but Unwise
104,54,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,4,No,Too Low,TRUE,Wise but Unhappy
121,45,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,60,Yes,About Right,FALSE,Happy but Unwise
124,50,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,20,No,Too Low,FALSE,Wise but Unhappy
80,35,Democrat,Neither approve nor disapprove,College degree,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,3,Yes,About Right,FALSE,Wise but Unhappy
43,48,Independent,Somewhat disapprove,High school,Likely,Real and Caused by People,2,Somewhat Disagree,Somewhat Agree,1,No,Too High,FALSE,Happy but Unwise
45,50,Independent,Strongly disapprove,High school,Unlikely,Real and Caused by People,3,Strongly Disagree,Somewhat Agree,2,Yes,Too High,TRUE,Happy but Unwise
113,38,Independent,Neither approve nor disapprove,Some college,Unlikely,Real and Caused by People,0,Somewhat Agree,Somewhat Disagree,10,No,Too Low,FALSE,Happy but Unwise
116,36,Independent,Strongly disapprove,Graduate degree,Likely,Real and Caused by People,2,Somewhat Agree,Somewhat Agree,7,No,About Right,FALSE,Happy but Unwise
124,67,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,70,Yes,Too Low,FALSE,Wise but Unhappy
176,38,Republican,Neither approve nor disapprove,Graduate degree,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,3,No,Too Low,FALSE,Wise but Unhappy
92,58,Independent,Somewhat disapprove,Graduate degree,Unlikely,Not Real At All,0,Somewhat Disagree,Strongly Agree,20,No,Too High,FALSE,Happy but Unwise
117,42,Republican,Strongly Approve,Some college,Unlikely,Real but not Caused by People,0,Strongly Disagree,Somewhat Agree,4,No,About Right,TRUE,Happy but Unwise
137,51,Independent,Somewhat Approve,College degree,Unlikely,Not Real At All,0,Somewhat Disagree,Neither Agree nor Disagree,2,No,Too Low,FALSE,Happy but Unwise
39,48,Independent,Neither approve nor disapprove,Some college,Unlikely,Not Real At All,4,Somewhat Agree,Strongly Agree,40,Yes,Too Low,TRUE,Happy but Unwise
80,37,Independent,Strongly disapprove,High school,Unlikely,Real but not Caused by People,0,Somewhat Disagree,Strongly Agree,100,No,Too Low,TRUE,Happy but Unwise
60,50,Democrat,Strongly disapprove,High school,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,5,No,About Right,TRUE,Wise but Unhappy
114,45,Independent,Somewhat Approve,Some college,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,30,Yes,Too Low,FALSE,Happy but Unwise
89,52,Republican,Strongly Approve,Some college,Unlikely,Real but not Caused by People,2,Somewhat Agree,Strongly Agree,50,No,About Right,FALSE,Happy but Unwise
11,41,Independent,Strongly disapprove,Some college,Unlikely,Real and Caused by People,5,Somewhat Agree,Strongly Agree,200,No,Too Low,TRUE,Happy but Unwise
16,65,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,2,No,About Right,TRUE,Wise but Unhappy
125,53,Republican,Somewhat Approve,College degree,Unlikely,Real and Caused by People,0,Somewhat Disagree,Strongly Agree,0,No,Too Low,FALSE,Happy but Unwise
92,43,Independent,Neither approve nor disapprove,High school,Unlikely,Real and Caused by People,4,Somewhat Disagree,Strongly Disagree,0,No,Too Low,TRUE,Happy but Unwise
161,28,Independent,Somewhat disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,1,No,About Right,FALSE,Happy but Unwise
74,22,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,6,No,Too Low,FALSE,Happy but Unwise
148,58,Independent,Neither approve nor disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Somewhat Agree,40,No,Too Low,TRUE,Happy but Unwise
85,58,Republican,Somewhat Approve,High school,Likely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,0,Yes,Too Low,TRUE,Happy but Unwise
44,54,Democrat,Strongly Approve,Some college,Unlikely,Real and Caused by People,0,Strongly Agree,Somewhat Agree,0,No,Too Low,FALSE,Wise but Unhappy
165,65,Independent,Somewhat disapprove,Graduate degree,Unlikely,Real but not Caused by People,0,Somewhat Disagree,Strongly Agree,5,No,About Right,FALSE,Happy but Unwise
175,92,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,100,Yes,Too Low,TRUE,Wise but Unhappy
14,65,Independent,Strongly Approve,Graduate degree,Unlikely,Not Real At All,0,Strongly Disagree,Strongly Agree,6,No,Too High,TRUE,Happy but Unwise
179,51,Republican,Strongly Approve,College degree,Unlikely,Not Real At All,1,Somewhat Disagree,Somewhat Agree,5,No,About Right,FALSE,Happy but Unwise
62,56,Democrat,Strongly Approve,High school,Unlikely,Real and Caused by People,3,Strongly Disagree,Strongly Disagree,16,Yes,Too High,TRUE,Happy but Unwise
179,49,Independent,Somewhat disapprove,College degree,Likely,Real and Caused by People,0,Somewhat Agree,Somewhat Agree,15,Yes,Too Low,FALSE,Happy but Unwise
39,49,Republican,Somewhat Approve,High school,Unlikely,Real but not Caused by People,1,Somewhat Agree,Strongly Agree,3,Yes,Too Low,TRUE,Happy but Unwise
85,63,Independent,Strongly disapprove,High school,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,0,Yes,Too Low,FALSE,Wise but Unhappy
45,58,Independent,Somewhat Approve,High school,Likely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,3,No,About Right,TRUE,Wise but Unhappy
37,59,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,1,Strongly Agree,Somewhat Agree,1,Yes,Too Low,FALSE,Wise but Unhappy
148,60,Republican,Strongly Approve,College degree,Unlikely,Real but not Caused by People,0,Somewhat Disagree,Strongly Agree,20,No,About Right,FALSE,Happy but Unwise
80,55,Republican,Strongly Approve,College degree,Unlikely,Real but not Caused by People,3,Somewhat Agree,Strongly Agree,20,Yes,About Right,TRUE,Happy but Unwise
40,61,Democrat,Strongly disapprove,Some college,Likely,Real but not Caused by People,2,Somewhat Disagree,Strongly Agree,100,No,About Right,TRUE,Wise but Unhappy
181,53,Republican,Somewhat disapprove,High school,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,2,Yes,About Right,FALSE,Happy but Unwise
65,55,Independent,Strongly Approve,College degree,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,10,No,About Right,TRUE,Happy but Unwise
76,57,Democrat,Somewhat disapprove,Some college,Unlikely,Real and Caused by People,1,Somewhat Disagree,Somewhat Agree,8,Yes,Too Low,TRUE,Happy but Unwise
90,56,Democrat,Strongly Approve,College degree,Unlikely,Real and Caused by People,0,Strongly Disagree,Strongly Agree,4,No,About Right,TRUE,Happy but Unwise
74,49,Republican,Strongly Approve,Some college,Unlikely,Not Real At All,2,Somewhat Disagree,Strongly Agree,12,No,About Right,TRUE,Wise but Unhappy
162,50,Republican,Strongly Approve,College degree,Likely,Real but not Caused by People,1,Somewhat Agree,Strongly Disagree,20,No,Too High,FALSE,Happy but Unwise
45,83,Independent,Strongly Approve,High school,Unlikely,Not Real At All,0,Strongly Disagree,Somewhat Agree,12,Yes,Too High,FALSE,Happy but Unwise
144,45,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,25,No,Too Low,TRUE,Happy but Unwise
100,57,Democrat,Strongly disapprove,Some college,Likely,Real and Caused by People,1,Strongly Agree,Strongly Agree,20,Yes,Too Low,FALSE,Wise but Unhappy
74,80,Republican,Strongly Approve,Some college,Unlikely,Not Real At All,0,Somewhat Disagree,Strongly Agree,0,No,About Right,FALSE,Happy but Unwise
103,70,Independent,Strongly Approve,Graduate degree,Unlikely,Real but not Caused by People,0,Somewhat Agree,Somewhat Agree,30,Yes,Too High,TRUE,Happy but Unwise
61,50,Independent,Somewhat disapprove,High school,Unlikely,Real and Caused by People,4,Somewhat Agree,Strongly Agree,1,No,About Right,FALSE,Happy but Unwise
109,42,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,12,No,Too Low,TRUE,Wise but Unhappy
79,54,Independent,Strongly disapprove,Some college,Unlikely,Real but not Caused by People,0,Somewhat Agree,Somewhat Disagree,12,Yes,Too Low,TRUE,Happy but Unwise
101,72,Republican,Strongly Approve,Graduate degree,Unlikely,Not Real At All,0,Somewhat Agree,Strongly Agree,5,No,About Right,TRUE,Happy but Unwise
113,49,Republican,Strongly Approve,Graduate degree,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,12,No,About Right,FALSE,Happy but Unwise
86,60,Independent,Strongly disapprove,Some college,Unlikely,Real and Caused by People,3,Strongly Agree,Somewhat Agree,6,No,Too Low,TRUE,Happy but Unwise
32,54,Democrat,Somewhat disapprove,High school,Unlikely,Real and Caused by People,3,Somewhat Agree,Strongly Agree,2,Yes,About Right,FALSE,Happy but Unwise
103,54,Republican,Strongly Approve,Some college,Unlikely,Real and Caused by People,0,Somewhat Disagree,Strongly Agree,1,No,Too High,FALSE,Happy but Unwise
101,49,Democrat,Somewhat Approve,High school,Likely,Real and Caused by People,0,Strongly Agree,Strongly Agree,0,Yes,Too Low,FALSE,Wise but Unhappy
98,27,Independent,Strongly disapprove,Some college,Unlikely,Real and Caused by People,2,Strongly Agree,Somewhat Agree,2,No,Too Low,TRUE,Happy but Unwise
77,30,Independent,Strongly Approve,High school,Likely,Real but not Caused by People,2,Somewhat Agree,Strongly Agree,20,No,About Right,FALSE,Wise but Unhappy
126,25,Independent,Somewhat Approve,Other,Unlikely,Real but not Caused by People,2,Somewhat Disagree,Strongly Agree,3,No,Too High,FALSE,Wise but Unhappy
37,60,Independent,Strongly Approve,Some college,Likely,Real but not Caused by People,3,Somewhat Agree,Somewhat Disagree,4,Yes,About Right,FALSE,Happy but Unwise
157,46,Republican,Strongly disapprove,College degree,Unlikely,Real and Caused by People,3,Somewhat Disagree,Somewhat Disagree,6,Yes,About Right,TRUE,Wise but Unhappy
161,35,Democrat,Strongly disapprove,College degree,Unlikely,Real but not Caused by People,4,Somewhat Agree,Strongly Agree,30,Yes,Too High,TRUE,Wise but Unhappy
41,62,Republican,Strongly Approve,Graduate degree,Likely,Not Real At All,0,Strongly Disagree,Somewhat Disagree,20,No,About Right,FALSE,Happy but Unwise
103,60,Republican,Strongly Approve,College degree,Unlikely,Not Real At All,0,Somewhat Agree,Somewhat Agree,4,No,About Right,TRUE,Wise but Unhappy
91,65,Republican,Strongly Approve,College degree,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,0,No,About Right,FALSE,Wise but Unhappy
188,47,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,8,No,Too Low,FALSE,Happy but Unwise
21,43,Independent,Strongly disapprove,High school,Likely,Not Real At All,4,Somewhat Agree,Strongly Agree,4,No,About Right,TRUE,Happy but Unwise
103,58,Independent,Somewhat Approve,Some college,Unlikely,Real but not Caused by People,0,Somewhat Disagree,Strongly Agree,5,No,Too High,FALSE,Happy but Unwise
27,59,Independent,Neither approve nor disapprove,Graduate degree,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,16,No,Too Low,TRUE,Wise but Unhappy
326,58,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,40,Yes,Too Low,FALSE,Wise but Unhappy
74,66,Democrat,Strongly disapprove,Some college,Likely,Real and Caused by People,0,Strongly Agree,Strongly Agree,12,Yes,Too Low,FALSE,Happy but Unwise
500,42,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,15,No,Too Low,FALSE,Wise but Unhappy
86,60,Democrat,Strongly disapprove,High school,Likely,Real and Caused by People,0,Strongly Agree,Strongly Agree,10,No,Too High,TRUE,Happy but Unwise
77,55,Independent,Strongly Approve,Graduate degree,Unlikely,Real but not Caused by People,5,Strongly Agree,Strongly Agree,25,Yes,Too Low,TRUE,Happy but Unwise
500,70,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,10,No,About Right,FALSE,Wise but Unhappy
47,47,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,5,Strongly Agree,Strongly Agree,2,No,Too Low,TRUE,Happy but Unwise
88,62,Independent,Neither approve nor disapprove,High school,Unlikely,Real and Caused by People,3,Somewhat Disagree,Somewhat Agree,30,No,About Right,FALSE,Happy but Unwise
56,53,Independent,Somewhat disapprove,Other,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,30,Yes,About Right,TRUE,Happy but Unwise
68,72,Republican,Strongly disapprove,Graduate degree,Likely,Real and Caused by People,0,Strongly Agree,Strongly Agree,10,No,Too Low,TRUE,Happy but Unwise
153,60,Republican,Neither approve nor disapprove,Some college,Unlikely,Real and Caused by People,0,Somewhat Disagree,Somewhat Disagree,5,Yes,About Right,FALSE,Wise but Unhappy
64,51,Republican,Strongly Approve,Some college,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,100,No,About Right,TRUE,Wise but Unhappy
138,51,Republican,Strongly Approve,High school,Unlikely,Real but not Caused by People,1,Somewhat Disagree,Strongly Agree,6,No,About Right,TRUE,Wise but Unhappy
79,50,Democrat,Strongly Approve,College degree,Unlikely,Real but not Caused by People,0,Strongly Agree,Strongly Agree,20,Yes,Too Low,FALSE,Wise but Unhappy
64,60,Republican,Somewhat Approve,College degree,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,3,No,About Right,FALSE,Wise but Unhappy
124,50,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,50,No,Too Low,FALSE,Wise but Unhappy
113,58,Democrat,Strongly disapprove,Some college,Likely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,2,No,Too Low,TRUE,Wise but Unhappy
155,55,Independent,Somewhat Approve,College degree,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,6,No,Too Low,FALSE,Wise but Unhappy
202,47,Independent,Somewhat disapprove,Graduate degree,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,22,No,Too Low,FALSE,Wise but Unhappy
